128
8.147237 9.057919
1.269868 9.133759
6.323592 0.975404
2.784982 5.468815
9.575068 9.648885
1.576131 9.705928
9.571669 4.853756
8.002805 1.418863
4.217613 9.157355
7.922073 9.594924
6.557407 0.357117
8.491293 9.339932
6.787352 7.577401
7.431325 3.922270
6.554779 1.711867
7.060461 0.318328
2.769230 0.461714
0.971318 8.234578
6.948286 3.170995
9.502220 0.344461
4.387444 3.815585
7.655168 7.951999
1.868726 4.897644
4.455862 6.463130
7.093648 7.546867
2.760251 6.797027
6.550980 1.626117
1.189977 4.983641
9.597440 3.403857
5.852678 2.238119
7.512671 2.550951
5.059571 6.990767
8.909033 9.592914
5.472155 1.386244
1.492940 2.575083
8.407173 2.542822
8.142848 2.435250
9.292636 3.499838
1.965953 2.510839
6.160447 4.732888
3.516595 8.308286
5.852641 5.497236
9.171937 2.858390
7.572002 7.537291
3.804458 5.678216
0.758543 0.539501
5.307976 7.791672
9.340107 1.299062
5.688237 4.693906
0.119021 3.371226
1.621823 7.942845
3.112150 5.285331
1.656487 6.019819
2.629713 6.540791
6.892145 7.481516
4.505416 0.838214
2.289770 9.133374
1.523780 8.258170
5.383424 9.961347
0.781755 4.426783
1.066528 9.618981
0.046342 7.749105
8.173032 8.686947
0.844358 3.997826
2.598704 8.000685
4.314138 9.106476
1.818470 2.638029
1.455390 1.360686
8.692922 5.797046
5.498602 1.449548
8.530311 6.220551
3.509524 5.132495
4.018080 0.759667
2.399162 1.233189
1.839078 2.399525
4.172671 0.496544
9.027161 9.447872
4.908641 4.892526
3.377194 9.000538
3.692468 1.112028
7.802521 3.897388
2.416913 4.039121
0.964545 1.319733
9.420506 9.561345
5.752086 0.597795
2.347799 3.531586
8.211940 0.154034
0.430238 1.689900
6.491155 7.317224
6.477460 4.509237
5.470089 2.963208
7.446928 1.889550
6.867754 1.835112
3.684846 6.256186
7.802274 0.811258
9.293860 7.757127
4.867916 4.358586
4.467837 3.063495
5.085087 5.107716
8.176277 7.948314
6.443181 3.786094
8.115805 5.328256
3.507271 9.390016
8.759428 5.501563
6.224751 5.870447
2.077423 3.012463
4.709233 2.304882
8.443088 1.947643
2.259218 1.707080
2.276643 4.356987
3.111023 9.233796
4.302074 1.848163
9.048810 9.797484
4.388700 1.111192
2.580647 4.087198
5.948961 2.622117
6.028431 7.112158
2.217467 1.174177
2.966759 3.187783
4.241668 5.078583
0.855158 2.624822
8.010146 0.292203
9.288541 7.303309
4.886090 5.785251
2.372836 4.588488
9.630885 5.468057
5.211358 2.315944
4.888977 6.240601
