1024
8.147237 9.057919
1.269868 9.133759
6.323592 0.975404
2.784982 5.468815
9.575068 9.648885
1.576131 9.705928
9.571669 4.853756
8.002805 1.418863
4.217613 9.157355
7.922073 9.594924
6.557407 0.357117
8.491293 9.339932
6.787352 7.577401
7.431325 3.922270
6.554779 1.711867
7.060461 0.318328
2.769230 0.461714
0.971318 8.234578
6.948286 3.170995
9.502220 0.344461
4.387444 3.815585
7.655168 7.951999
1.868726 4.897644
4.455862 6.463130
7.093648 7.546867
2.760251 6.797027
6.550980 1.626117
1.189977 4.983641
9.597440 3.403857
5.852678 2.238119
7.512671 2.550951
5.059571 6.990767
8.909033 9.592914
5.472155 1.386244
1.492940 2.575083
8.407173 2.542822
8.142848 2.435250
9.292636 3.499838
1.965953 2.510839
6.160447 4.732888
3.516595 8.308286
5.852641 5.497236
9.171937 2.858390
7.572002 7.537291
3.804458 5.678216
0.758543 0.539501
5.307976 7.791672
9.340107 1.299062
5.688237 4.693906
0.119021 3.371226
1.621823 7.942845
3.112150 5.285331
1.656487 6.019819
2.629713 6.540791
6.892145 7.481516
4.505416 0.838214
2.289770 9.133374
1.523780 8.258170
5.383424 9.961347
0.781755 4.426783
1.066528 9.618981
0.046342 7.749105
8.173032 8.686947
0.844358 3.997826
2.598704 8.000685
4.314138 9.106476
1.818470 2.638029
1.455390 1.360686
8.692922 5.797046
5.498602 1.449548
8.530311 6.220551
3.509524 5.132495
4.018080 0.759667
2.399162 1.233189
1.839078 2.399525
4.172671 0.496544
9.027161 9.447872
4.908641 4.892526
3.377194 9.000538
3.692468 1.112028
7.802521 3.897388
2.416913 4.039121
0.964545 1.319733
9.420506 9.561345
5.752086 0.597795
2.347799 3.531586
8.211940 0.154034
0.430238 1.689900
6.491155 7.317224
6.477460 4.509237
5.470089 2.963208
7.446928 1.889550
6.867754 1.835112
3.684846 6.256186
7.802274 0.811258
9.293860 7.757127
4.867916 4.358586
4.467837 3.063495
5.085087 5.107716
8.176277 7.948314
6.443181 3.786094
8.115805 5.328256
3.507271 9.390016
8.759428 5.501563
6.224751 5.870447
2.077423 3.012463
4.709233 2.304882
8.443088 1.947643
2.259218 1.707080
2.276643 4.356987
3.111023 9.233796
4.302074 1.848163
9.048810 9.797484
4.388700 1.111192
2.580647 4.087198
5.948961 2.622117
6.028431 7.112158
2.217467 1.174177
2.966759 3.187783
4.241668 5.078583
0.855158 2.624822
8.010146 0.292203
9.288541 7.303309
4.886090 5.785251
2.372836 4.588488
9.630885 5.468057
5.211358 2.315944
4.888977 6.240601
6.791355 3.955152
3.674366 9.879820
0.377389 8.851680
9.132868 7.961839
0.987123 2.618712
3.353568 6.797280
1.365531 7.212275
1.067619 6.537573
4.941739 7.790517
7.150371 9.037206
8.909225 3.341631
6.987458 1.978098
0.305409 7.440743
5.000224 4.799221
9.047222 6.098666
6.176664 8.594423
8.054894 5.767215
1.829225 2.399320
8.865119 0.286742
4.899014 1.679271
9.786806 7.126945
5.004716 4.710884
0.596189 6.819719
0.424311 0.714455
5.216498 0.967300
8.181486 8.175471
7.224396 1.498654
6.596053 5.185949
9.729746 6.489915
8.003306 4.537977
4.323915 8.253138
0.834698 1.331710
1.733886 3.909378
8.313797 8.033644
0.604712 3.992578
5.268758 4.167995
6.568599 6.279734
2.919841 4.316512
0.154871 9.840637
1.671684 1.062163
3.724097 1.981184
4.896876 3.394934
9.516305 9.203320
0.526770 7.378581
2.691194 4.228356
5.478709 9.427370
4.177441 9.830525
3.014549 7.010988
6.663389 5.391265
6.981055 6.665279
1.781325 1.280144
9.990804 1.711211
0.326008 5.611998
8.818665 6.691753
1.904333 3.689165
4.607259 9.816380
1.564050 8.555228
6.447645 3.762722
1.909237 4.282530
4.820221 1.206116
5.895075 2.261877
3.846191 5.829864
2.518061 2.904407
6.170909 2.652809
8.243763 9.826634
7.302488 3.438770
5.840693 1.077690
9.063082 8.796537
8.177606 2.607280
5.943563 0.225126
4.252593 3.127189
1.614847 1.787662
4.228857 0.942293
5.985237 4.709243
6.959493 6.998878
6.385308 0.336038
0.688061 3.195997
5.308643 6.544457
4.076192 8.199812
7.183589 9.686493
5.313339 3.251457
1.056292 6.109587
7.788022 4.234529
0.908233 2.664715
1.536567 2.810053
4.400851 5.271427
4.574244 8.753716
5.180521 9.436226
6.377091 9.576939
2.407070 6.761223
2.890646 6.718082
6.951405 0.679928
2.547902 2.240400
6.678327 8.443922
3.444624 7.805197
6.753321 0.067153
6.021705 3.867712
9.159912 0.011511
4.624492 4.243490
4.609164 7.701597
3.224718 7.847393
4.713572 0.357627
1.758744 7.217580
4.734860 1.527212
3.411246 6.073892
1.917453 7.384268
2.428496 9.174243
2.690616 7.655000
1.886620 2.874982
0.911135 5.762094
6.833632 5.465931
4.257288 6.444428
6.476176 6.790168
6.357867 9.451741
2.089349 7.092817
2.362306 1.193962
6.073039 4.501377
4.587255 6.619448
7.702855 3.502180
6.620096 4.161586
8.419292 8.329168
2.564410 6.134607
5.822492 5.407393
8.699410 2.647790
3.180741 1.192145
9.398295 6.455519
4.794632 6.393170
5.447161 6.473115
5.438859 7.210466
5.224953 9.937046
2.186766 1.057983
1.096975 0.635914
4.045800 4.483729
3.658162 7.635046
6.278964 7.719804
9.328536 9.727409
1.920283 1.388742
6.962663 0.938200
5.254044 5.303442
8.611398 4.848533
3.934564 6.714311
7.412579 5.200525
3.477127 1.499973
5.860921 2.621453
0.444541 7.549333
2.427854 4.424023
6.877961 3.592282
7.363401 3.947075
6.834159 7.040474
4.423054 0.195776
3.308579 4.243095
2.702704 1.970538
8.217212 4.299214
8.877710 3.911830
7.691144 3.967915
8.085141 7.550771
3.773955 2.160189
7.904072 9.493039
3.275654 6.712644
4.386450 8.335006
7.688543 1.672535
8.619805 9.898722
5.144235 8.842810
5.880261 1.547523
1.998628 4.069548
7.487057 8.255838
7.899630 3.185242
5.340641 0.899507
1.117057 1.362925
6.786523 4.951770
1.897104 4.950058
1.476082 0.549741
8.507127 5.605595
9.296089 6.966672
5.827910 8.153972
8.790139 9.889116
0.005224 8.654386
6.125665 9.899502
5.276801 4.795234
8.013476 2.278429
4.980943 9.008525
5.746612 8.451782
7.386403 5.859870
2.467345 6.664162
0.834828 6.259598
6.609446 7.297519
8.907521 9.823032
7.690291 5.814465
9.283131 5.800904
0.169829 1.208596
8.627107 4.842965
8.448557 2.094051
5.522913 6.298834
0.319910 6.147134
3.624115 0.495326
4.895700 1.925104
1.230837 2.054942
1.465149 1.890722
0.426524 6.351979
2.818669 5.385967
6.951630 4.991160
5.358011 4.451832
1.239323 4.903573
8.529982 8.739274
2.702943 2.084614
5.649796 6.403118
4.170290 2.059755
9.479331 0.820712
1.057094 1.420411
1.664604 6.209586
5.737098 0.520779
9.312014 7.286617
7.378417 0.634045
8.604406 9.344051
9.843983 8.589388
7.855590 5.133774
1.776025 3.985895
1.339313 0.308895
9.391417 3.013061
2.955338 3.329363
4.670682 6.481984
0.252282 8.422066
5.590325 8.540999
3.478792 4.460266
0.542395 1.771075
6.628081 3.308290
8.984861 1.181552
9.884179 5.399821
7.069174 9.994916
2.878493 4.145225
4.648399 7.639571
8.182040 1.002215
1.781170 3.596349
0.567047 5.218857
3.358490 1.756690
2.089467 9.051536
6.753912 4.684682
9.121325 1.040116
7.455461 7.362675
5.618614 1.841941
5.972114 2.999370
1.341229 2.126015
8.949417 0.714528
2.424866 0.537544
4.417221 0.132832
8.971914 1.966582
0.933705 3.073669
4.560577 1.016694
9.953897 3.320928
2.973468 0.620452
2.982440 0.463513
5.054281 7.614259
6.310700 0.898917
0.808624 7.772405
9.051347 5.337720
1.091542 8.258089
3.380977 2.939731
7.463134 0.103366
0.484473 6.679161
6.034680 5.261025
7.297094 7.072535
7.813771 2.879770
6.925320 5.566698
3.965208 0.615907
7.801755 3.375839
6.078659 7.412540
1.048132 1.278884
5.495401 4.852294
8.904757 7.989603
7.343411 0.513319
0.728853 0.885275
7.983509 9.430081
6.837156 1.320830
7.227245 1.103535
1.174929 6.407179
3.288142 6.538120
7.491315 5.831857
7.400323 2.348269
7.349575 9.705985
